key,text,en
$pages$DatasetsDetailsDashboard$mock4,秒,s
$pages$DatasetsDetailsDashboard$mock5,秒,s
$pages$DatasetsDetailsDashboard$mock6,总运行时长,Total running time
$pages$DatasetsDetailsDashboard$mock7,预期条目数,Expected number of entries
$pages$DatasetsDetailsDashboard$mock8,个,
$pages$DatasetsDetailsDashboard$mock9,个,
$pages$DatasetsDetailsDashboard$mock10,主题,Theme
$pages$DatasetsDetailsDashboard$mock11,数据集,Dataset
$pages$DatasetsDetailsDashboard$mock12,JSON文件,JSON files
$pages$DatasetsDetailsDashboard$mock13,工具调用,Tool Call
$pages$DatasetsDetailsDashboard$mock14,输入问题,Input problem
$pages$DatasetsDetailsDashboard$mock15,输出API,Output API
$pages$DatasetsDetailsDashboard$mock16,输出答案,Output answers
$components$CloneModal$index0,提示,Tips
$components$CloneModal$index1,已复制到剪贴板,Copied to clipboard
$components$CloneModal$index2,复制,Copy
$components$CloneModal$index3,用户名：,Username:
$components$CloneModal$index4,用户名：,Username:
$components$CloneModal$index5,密码：,Password:
$components$CloneModal$index6,密码：,Password:
$components$CloneModal$index7,隐藏,Hide
$components$CloneModal$index8,展示,Display
$components$AIApps$index0,提示,Tips
$components$AIApps$index1,正在导出，稍候下载自动开始，期间请勿重复操作,"Exporting, download will start automatically later, please do not repeat the operation during this period"
$components$AIApps$index2,AI应用,AI Applications
$components$AIApps$index3,我的应用,My app
$components$AIApps$index4,发布中,Publishing
$components$AIApps$index5,已发布,Published
$components$AIApps$index6,闲置,Idle
$components$AIApps$index7,发布失败,Publish failed
$components$AIApps$index8,暂无数据,No data available
$components$AIApps$index9,暂无数据,No data available
$components$AIApps$index10,确定删除AI应用,Confirm to delete AI app
$components$AIApps$index11,您确定要删除「,"Are you sure you want to delete """
$components$AIApps$index12,」吗？,"""?"
$pages$AIAppDetailPage$components$PublishModal0,请选择环境,Please select an environment
$pages$AIAppDetailPage$components$PublishModal1,请填写正确数值,Enter valid value
$pages$AIAppDetailPage$components$PublishModal2,请填写正确数值,Enter valid value
$pages$AIAppDetailPage$components$PublishModal3,请填写正确数值,Enter valid value
$pages$AIAppDetailPage$components$PublishModal4,选择环境,Select environment
$pages$AIAppDetailPage$components$PublishModal5,试用,Trial
$pages$AIAppDetailPage$components$PublishModal6,环境选择,Environmental selection
$pages$AIAppDetailPage$components$PublishModal7,环境选择,Environmental selection
$pages$AIAppDetailPage$components$PublishModal8,GPU显存(GB),GPU memory (GB)
$pages$AIAppDetailPage$components$PublishModal9,GPU显存(GB),GPU memory (GB)
$pages$AIAppDetailPage$components$PublishModal10,一般建议使用默认值,It is generally recommended to use default values
$pages$AIAppDetailPage$components$PublishModal11,一般建议使用默认值,It is generally recommended to use default values
$pages$AIAppDetailPage$components$PublishModal12,VCPU(核数),VCPU (number of cores)
$pages$AIAppDetailPage$components$PublishModal13,VCPU(核数),VCPU (number of cores)
$pages$AIAppDetailPage$components$PublishModal14,内存(GB),Memory(GB)
$pages$AIAppDetailPage$components$PublishModal15,内存(GB),Memory(GB)
$pages$AIAppDetailPage$components$PublishModal16,一般建议不低于8,The general recommendation is not less than 8.
$pages$AIAppDetailPage$components$PublishModal17,一般建议不低于8,The general recommendation is not less than 8.
$pages$AIAppDetailPage$components$PublishModal18,取消,Cancel
$pages$AIAppDetailPage$components$PublishModal19,确定,OK
$pages$AIAppDetailPage$components$ModelParamsSettiing0,创意,Creative
$pages$AIAppDetailPage$components$ModelParamsSettiing1,平衡,Balance
$pages$AIAppDetailPage$components$ModelParamsSettiing2,精确,Accurate
$pages$AIAppDetailPage$components$ModelParamsSettiing3,自定义,Custom
$pages$AIAppDetailPage$components$ModelParamsSettiing4,参数,Parameter
$pages$AIAppDetailPage$components$ModelParamsSettiing5,随机性,Randomness
$pages$AIAppDetailPage$components$ModelParamsSettiing6,随机性,Randomness
$pages$AIAppDetailPage$components$ModelParamsSettiing7,核采样,Kernel sampling
$pages$AIAppDetailPage$components$ModelParamsSettiing8,核采样,Kernel sampling
$pages$AIAppDetailPage$components$ModelParamsSettiing9,话题新鲜度,Topic freshness
$pages$AIAppDetailPage$components$ModelParamsSettiing10,话题新鲜度,Topic freshness
$pages$AIAppDetailPage$components$ModelParamsSettiing11,频率惩罚度,Frequency penalty degree
$pages$AIAppDetailPage$components$ModelParamsSettiing12,频率惩罚度,Frequency penalty degree
$pages$AIAppDetailPage$components$ModelParamsSettiing13,单次回复限制,Single reply limit
$pages$AIAppDetailPage$components$ModelParamsSettiing14,单次回复限制,Single reply limit
$pages$AIAppDetailPage$types0,PC端,PC side
$pages$AIAppDetailPage$types1,移动端,Mobile end
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index0,配置知识库目录的授权用户数据权限后，此目录下的所有知识库会继承该权限。,"After configuring the authorized user data permission for the Knowledge Base Directory, all Knowledge Bases in the directory will inherit the permission."
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index1,知识库目录的可见度调整不会影响现有知识库的可见度，但会限制其可见度选择范围,"The visibility adjustment of the Knowledge Base Directory will not affect the visibility of the existing Knowledge Base, but will limit its visibility selection range"
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index2,知识库目录配置的授权用户会继承给该节点下的所有知识库,Authorized users configured in the Knowledge Base Directory will inherit to all Knowledge Bases under this node.
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index3,配置知识库数据权限后，AI仅对拥有权限的角色回答与该知识库相关的问题，若角色未获得相应权限，AI将不会提供相关回答。,"After configuring Knowledge Base data permissions, AI will only answer questions related to the Knowledge Base for roles with permissions. If the role does not have the corresponding permissions, AI will not provide relevant answers."
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index4,知识库目录可见度调整不直接继承给知识库，但会限制其可见度选择范围,"Knowledge Base Directory visibility adjustment does not directly inherit to Knowledge Base, but will limit its visibility selection range"
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index5,从知识库目录继承的组织/用户不能被删除,Organizations/users inherited from the Knowledge Base Directory cannot be deleted
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index6,应用权限配置,App permission configuration
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index7,访问权限,Access permissions
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index8,授权用户,Authorized users
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index9,编辑,Edit
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index10,取消,Cancel
$pages$AIOverviewPage$components$AIOverviewPageAuthority$index11,保存,Save
$pages$AIAppDetailPage$components$SelectModelModal0,平台试用大模型,Trial models
$pages$AIAppDetailPage$components$SelectModelModal1,我的工作台大模型,My Studio Models
$pages$AIAppDetailPage$components$SelectModelModal2,语言模型,Language model
$components$AIApps$AIList0,生成型,Generative
$components$AIApps$AIList1,对话型,Chat
$components$AIApps$AIList2,低代码,Low-code
$components$AIApps$AIList3,自定义,Custom
$components$AIApps$AIList4,低代码,Low-code
$components$AIApps$AIList5,增强型,Enhanced
$components$AIApps$AIList6,智能体,Agent
$components$LikesComponent$index0,赞,like
$pages$AIPromptConfigPage$components$FileTrace$index0,命中预览,Hit preview
$pages$AIPromptConfigPage$components$FileTrace$index1,命中预览,Hit preview
$pages$AIPromptConfigPage$components$FileTrace$index2,这里为您展示AI给出答案的引用来源，展示引用源文件供您预览，被命中的文档段落会高亮显示。,"Here we show you the citation source of AI's answer, display the citation source file for you to preview, and highlight the hit document paragraphs."
$pages$AIPromptConfigPage$components$FileTrace$index3,这里为您展示AI给出答案的引用来源，展示引用源文件供您预览，被命中的文档段落会高亮显示。,"Here we show you the citation source of AI's answer, display the citation source file for you to preview, and highlight the hit document paragraphs."
$pages$AIPromptConfigPage$components$FileTrace$index4,命中来源,Hit the source
$pages$AIPromptConfigPage$components$FileTrace$index5,命中来源,Hit the source
$pages$AIPromptConfigPage$components$FileTrace$index6,展示问答命中的引用来源卡片，点击卡片，命中预览处会展示文件源文件供您预览。,"Display the reference source card of the Q & A hit, click the card, and the file source file will be displayed at the preview of the hit for you to preview."
$pages$AIPromptConfigPage$components$FileTrace$index7,展示问答命中的引用来源卡片，点击卡片，命中预览处会展示文件源文件供您预览。,"Display the reference source card of the Q & A hit, click the card, and the file source file will be displayed at the preview of the hit for you to preview."
$pages$AIAnalysePage$data$echarts0,全部消息数,Total number of messages
$pages$AIAnalysePage$data$echarts1,全部消息数,Total number of messages
$pages$AIAnalysePage$data$echarts2,活跃用户数,Number of active users
$pages$AIAnalysePage$data$echarts3,活跃用户数,Number of active users
$pages$AIAnalysePage$data$echarts4,平均会话互动数,Average session engagement
$pages$AIAnalysePage$data$echarts5,平均会话互动数,Average session engagement
$pages$AIAnalysePage$data$echarts6,Token 输出速度,Token output speed
$pages$AIAnalysePage$data$echarts7,Token 输出速度,Token output speed
$pages$AIAnalysePage$data$echarts8,费用消耗,Cost consumption
$pages$AIAnalysePage$data$echarts9,费用消耗,Cost consumption
$pages$AIAnalysePage$data$index0,今天,Today
$pages$AIAnalysePage$data$index1,过去7天,Last 7 days
$pages$AIAnalysePage$data$index2,过去4周,Last 4 weeks
$pages$AIAnalysePage$data$index3,过去3月,Last 3 months
$pages$AIAnalysePage$data$index4,过去12月,Last 12 months
$pages$AIAnalysePage$data$index5,本月至今,Month to date
$pages$AIAnalysePage$data$index6,本季度至今,So far this quarter
$pages$AIAnalysePage$data$index7,本年至今,Year to date
$pages$AIAnalysePage$data$index8,所有时间,All the time
$pages$AIAnalysePage$AnalyseEchart0,美元,Dollar
$pages$AIAnalysePage$AnalyseEchart1,人民币,RMB
$pages$AIAnalysePage$AnalyseEchart2,费用消耗,Cost consumption
$pages$AIAnalysePage$utils$index0,Token/秒,Tokens/s
$pages$AIAnalysePage$utils$index1,0 Token/秒,0 Tokens/sec
$pages$AIAnalysePage$utils$index2,消耗Tokens,Consumption Tokens
$pages$AIDevolopPage$components$hooks$index0,成功,Success
$pages$AIDevolopPage$components$hooks$index1,添加成功,Added successfully
$pages$AIDevolopPage$components$hooks$index2,成功,Success
$pages$AIDevolopPage$components$hooks$index3,删除成功,Deleted successfully
$pages$AIDevolopPage$components$hooks$index4,失败,Failed
$pages$AIAppLogsPage$components$ChatModal0,对话ID,Dialogue ID
$pages$AIAppLogsPage$components$ChatModal1,关闭,Close
$pages$AIAppLogsPage$components$ChatModal2,关闭,Close
$pages$AIAppLogsPage$components$ChatModal3,对话前提示词，以系统消息提交,"Prompt before the conversation, submitted as a system message"
$pages$AIAppLogsPage$components$ChatModal4,加载中...,Loading...
$pages$AIAppImagesPage$components$ClientUpload0,客户端上传,Client upload
$pages$AIAppImagesPage$components$ClientUpload1,前提条件：,Prerequisite:
$pages$AIAppImagesPage$components$ClientUpload2,准备一台计算机，要求安装的容器引擎版本必须为1.11.2及以上,Prepare a computer with a container engine version of 1.11.2 or higher
$pages$AIAppImagesPage$components$ClientUpload3,操作步骤：,Operation steps:
$pages$AIAppImagesPage$components$ClientUpload4,Step 1. 以root用户登录容器引擎所在的虚拟机,Step 1. Log in to the virtual machine where the container engine is located as the root user
$pages$AIAppImagesPage$components$ClientUpload5,Step 2. 获取登录访问指令，并复制到节点上执行,Step 2. Obtain login access instructions and copy them to the node for execution
$pages$AIAppImagesPage$components$ClientUpload6,Step 3. 上传镜像,Step 3. Upload mirroring
$pages$AIAppImagesPage$components$PageUpload0,"opacity: 0;
  position: absolute;
  top: 0;
  bottom: 0;
  left: 0;
  right: 0;
  z-index: 1;
  cursor: pointer;
  cursor: hand; /* 针对 Firefox */","opacity: 0;
  position: absolute;
  top: 0;
  bottom: 0;
  left: 0;
  right: 0;
  z-index: 1;
  cursor: pointer;
Cursor: hand;/* for Firefox */"
$pages$AIAppImagesPage$components$PageUpload1,提示：,Tips:
$pages$AIAppImagesPage$components$PageUpload2,单个文件不能超过200MB,A single file cannot exceed 200MB.
$pages$AIAppImagesPage$components$PageUpload3,提示：,Tips:
$pages$AIAppImagesPage$components$PageUpload4,不支持的文件格式,Unsupported file format
$pages$AIAppImagesPage$components$PageUpload5,等待上传,Waiting for upload
$pages$AIAppImagesPage$components$PageUpload6,上传完成,Upload complete
$pages$AIAppImagesPage$components$PageUpload7,上传失败,Upload failed
$pages$AIAppImagesPage$components$PageUpload8,开始上传镜像：,Start uploading mirroring:
$pages$AIAppImagesPage$components$PageUpload9,上传中...,Uploading...
$pages$AIAppImagesPage$components$PageUpload10,上传中,Uploading
$pages$AIAppImagesPage$components$PageUpload11,页面上传,Page upload
$pages$AIAppImagesPage$components$PageUpload12,"1.您还可以添加1个镜像压缩包，支持 tar
              格式，文件大小(含解压后)不得超过 200 MB。","You can also add 1 mirroring Compressed Packet to support tar.
Format, file size (including after decompression) must not exceed 200 MB."
$pages$AIAppImagesPage$components$PageUpload13,2.如需上传大规格镜像或同时上传多个镜像，建议,"2. If you need to upload large size mirroring or upload multiple mirroring at the same time, it is recommended"
$pages$AIAppImagesPage$components$PageUpload14,使用客户端上传,Upload using Client
$pages$AIAppImagesPage$components$PageUpload15,，以避免页面上传时间过长导致出现鉴权失败问题，使用客户端上传可大幅度优化上传时间，提高效率。,"To avoid authentication failure caused by long page upload time, using Client upload can greatly optimize upload time and improve efficiency."
$pages$AIAppImagesPage$components$PageUpload16,3.仅支持上传1.11.2及以上容器引擎端版本制作的镜像压缩包。,3. Only supports uploading mirroring Compressed Packet created by container engine version 1.11.2 or above.
$pages$AIAppImagesPage$components$PageUpload17,选择镜像文件,Select mirroring file
$pages$AIAppImagesPage$components$PageUpload18,开始上传,Start uploading
$pages$AIAppImagesPage$components$PageUpload19,取消上传,Cancel upload
$pages$AIAppImagesPage$components$PageUpload20,名称,Name
$pages$AIAppImagesPage$components$PageUpload21,大小,Size
$pages$AIAppImagesPage$components$PageUpload22,上传进度,Upload progress
$pages$AIAppImagesPage$components$PageUpload23,操作,Operation
$pages$AIAppImagesPage$components$PageUpload24,上传中,Uploading
$pages$AIAppImagesPage$components$PageUpload25,拖拽文件至此，或者,"Drag the file here, or"
$pages$AIAppImagesPage$components$PageUpload26,选择文件,Select file
$pages$AIAppImagesPage$components$PageUpload27,已支持 tar，每个文件不超过 200 MB,"Tar is supported, with each file no larger than 200 MB."
$pages$AiToolHitDetectPage$component$RecordTable0,数据源,Data source
$pages$AiToolHitDetectPage$component$RecordTable1,文本,Text
$pages$AiToolHitDetectPage$component$RecordTable2,时间,Time
$pages$AiToolHitDetectPage$component$RecordTable3,操作,Operation
$pages$AiToolHitDetectPage$component$RecordTable4,删除,Delete
$pages$AiToolHitDetectPage$component$RecordTable5,最近无查询结果,No recent search results
$pages$EKFileCreatePage$components$EKFileCreate0,文本分段并清洗,Text segmentation and cleaning
$pages$EKFileCreatePage$components$EKFileCreate1,查看该文件的分段设置和分段预览效果,View the segmentation settings and segmentation preview effect of the file
$pages$EKFileCreatePage$components$EKFileCreate2,选择文件,Select file
$pages$EnterpriseKnowledgePage$components$knowledgeCards0,导出,Export
$pages$EnterpriseKnowledgePage$components$knowledgeCards1,删除,Delete
$pages$EnterpriseKnowledgePage$components$knowledgeCards2,关联应用,related applications
$pages$EnterpriseKnowledgePage$components$knowledgeCards3,知识库,Knowledge Base
$pages$EnterpriseKnowledgePage$components$knowledgeCards4,文档,Document
$pages$EnterpriseKnowledgePage$components$knowledgeCards5,表格,Table
$pages$EnterpriseKnowledgePage$components$knowledgeCards6,问答集,FAQ
$pages$EnterpriseKnowledgePage$components$knowledgeCards7,Web站点,Websites
$pages$EnterpriseKnowledgePage$components$knowledgeCards8,暂无数据,No data available
$pages$EnterpriseKnowledgePage$components$knowledgeCards9,暂无数据,No data available
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal0,请填写知识库目录名称,Enter the name of Knowledge Base Directory
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal1,"支持中英文、数字及._()（）《》’”，,'【】[]{}-","Supports Chinese and English, numbers and _ ()（）《》’”，,'【】[]{}-"
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal2,步骤3,Step 3
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal3,知识库目录设置,Knowledge Base Directory Settings
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal4,创建知识目录,Create Knowledge Base Directory
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal5,知识库目录名称：,Knowledge Base Directory Name:
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal6,知识库目录名称：,Knowledge Base Directory Name:
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal7,请输入名称,Enter the name
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal8,请输入名称,Enter the name
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal9,"支持中英文、数字及._()（）《》’”，,'【】[]{}-","Supports Chinese and English, numbers and _ ()（）《》’”，,'【】[]{}-"
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal10,知识库目录描述：,Knowledge Base Directory Description:
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal11,知识库目录描述：,Knowledge Base Directory Description:
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal12,请输入描述,Enter the description
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal13,请输入描述,Enter the description
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal14,取消,Cancel
$pages$EnterpriseKnowledgePage$components$addOrEditEKDirectoryModal15,确认,OK
$pages$EnterpriseKnowledgePage$components$addEKModal0,创建企业知识库引导,Guide to creating an Enterprise Knowledge Base
$pages$EnterpriseKnowledgePage$components$addEKModal1,步骤3,Step 3
$pages$EnterpriseKnowledgePage$components$addEKModal2,请填写知识库名称,Enter the name of the Knowledge Base
$pages$EnterpriseKnowledgePage$components$addEKModal3,"支持中英文、数字及._()（）《》’”，,'【】[]{}-","Supports Chinese and English, numbers and _ ()（）《》’”，,'【】[]{}-"
$pages$EnterpriseKnowledgePage$components$addEKModal4,步骤3,Step 3
$pages$EnterpriseKnowledgePage$components$addEKModal5,创建企业知识库,Create Enterprise Knowledge Base
$pages$EnterpriseKnowledgePage$components$addEKModal6,选取知识库,Select Knowledge Base
$pages$EnterpriseKnowledgePage$components$addEKModal7,知识库设置,Knowledge Base Settings
$pages$EnterpriseKnowledgePage$components$addEKModal8,创建平台知识库,Create Platform Knowledge Base
$pages$EnterpriseKnowledgePage$components$addEKModal9,同步外部数据源,Synchronize external data sources
$pages$EnterpriseKnowledgePage$components$addEKModal10,知识库名称:,Knowledge Base Name:
$pages$EnterpriseKnowledgePage$components$addEKModal11,知识库名称:,Knowledge Base Name:
$pages$EnterpriseKnowledgePage$components$addEKModal12,请输入名称,Enter the name
$pages$EnterpriseKnowledgePage$components$addEKModal13,请输入名称,Enter the name
$pages$EnterpriseKnowledgePage$components$addEKModal14,"支持中英文、数字及._()（）《》’”，,'【】[]{}-","Supports Chinese and English, numbers and _ ()（）《》’”，,'【】[]{}-"
$pages$EnterpriseKnowledgePage$components$addEKModal15,知识库描述:,Knowledge Base Description:
$pages$EnterpriseKnowledgePage$components$addEKModal16,知识库描述:,Knowledge Base Description:
$pages$EnterpriseKnowledgePage$components$addEKModal17,请输入描述,Enter the description
$pages$EnterpriseKnowledgePage$components$addEKModal18,请输入描述,Enter the description
$pages$EnterpriseKnowledgePage$components$addEKModal19,飞书应用名称,Lark application Name
$pages$EnterpriseKnowledgePage$components$addEKModal20,添加知识来源,Add knowledge sources
$pages$EnterpriseKnowledgePage$components$addEKModal21,取消,Cancel
$pages$EnterpriseKnowledgePage$components$addEKModal22,确认,OK
$pages$EnterpriseKnowledgePage$components$ConfirmModal0,提示,Tips
$pages$EnterpriseKnowledgePage$components$ConfirmModal1,取消,Cancel
$pages$EnterpriseKnowledgePage$components$ConfirmModal2,确认,OK
$pages$EKDetailPage$context0,文档,Document
$pages$EKDetailPage$context1,表格,Table
$pages$EKDetailPage$context2,问答集,FAQ
$pages$EKDetailPage$context3,Web站点,Websites
$pages$EKDetailPage$context4,非本地结构化文档分段信息,Non-local structured document segmentation information
$pages$EKDetailPage$context5,本地表格分段信息,Local table segmentation information
$pages$EKDetailPage$context6,问答对分段信息,Q & A on segmented information
$pages$EKDetailPage$context7,web站点分段信息,Web site segmentation information
$components$EKUploadFile$components$FileSource0,上传本地非结构化文档,Upload local unstructured documents
$components$EKUploadFile$components$FileSource1,上传表格,Upload the form
$components$EKUploadFile$components$FileSource2,上传本地问答集,Upload local FAQ
$components$EKUploadFile$components$FileSource3,同步自Web站点,Synchronized from Web site
$components$EKUploadFile$components$FileSource4,本地非结构化文档的自动分段设置采用递归字符文本分割器，分段最大长度500，分段重合字符数10,"The automatic segmentation setting for local unstructured documents uses a recursion character text splitter, with a maximum segmentation length of 500 and a number of overlapping characters of 10"
$components$EKUploadFile$components$FileSource5,表格的自动分段设置采用\n分段模式，每行数据会单独保存为一个切片,"The automatic segmentation setting of the table adopts \n segmentation mode, and each row of data will be saved as a separate slice"
$components$EKUploadFile$components$FileSource6,Web站点的自动分段设置采用递归字符文本分割器，分段最大长度500，分段重合字符数10,"The automatic segmentation setting of the Website uses a recursion character text splitter, with a maximum segmentation length of 500 and a number of overlapping characters of 10."
$pages$EKDetailPage$EKFileListType$components$DocList$index0,更新自动刷新频率后，系统将于新周期次日凌晨0:00至4:00时段内自动更新您上传的Web站点。,"After updating the automatic refresh rate, the system will automatically update the web site you uploaded between 0:00 and 4:00 on the next day of the new cycle."
$pages$EKDetailPage$EKFileListType$components$DocList$index1,自动刷新频率,Automatic refresh rate
$pages$EKDetailPage$EKFileListType$components$DocList$index2,自动刷新频率,Automatic refresh rate
$pages$EKDetailPage$EKFileListType$components$DocList$index3,取消,Cancel
$pages$EKDetailPage$EKFileListType$components$DocList$index4,确定,OK
$pages$EKDetailPage$EKFileListType$components$QaList$index0,更新自动刷新频率后，系统将于新周期次日凌晨0:00至4:00时段内自动更新您的问答集API。,"After updating the automatic refresh rate, the system will automatically update your FAQ API between 0:00 and 4:00 on the next day of the new cycle."
$pages$EKDetailPage$EKFileListType$components$QaList$index1,已启用,Enabled
$pages$EKDetailPage$EKFileListType$components$QaList$index2,已禁用,Disabled
$pages$EKDetailPage$EKFileListType$components$QaList$index3,不可用,Unavailable
$pages$EKDetailPage$EKFileListType$components$QaList$index4,添加分段,Add a segment
$pages$EKDetailPage$EKFileListType$components$QaList$index5,批量操作,Batch operation
$pages$EKDetailPage$EKFileListType$components$QaList$index6,自动刷新频率,Automatic refresh rate
$pages$EKDetailPage$EKFileListType$components$QaList$index7,序号,Serial number
$pages$EKDetailPage$EKFileListType$components$QaList$index8,问题,Questions
$pages$EKDetailPage$EKFileListType$components$QaList$index9,回答,Answer
$pages$EKDetailPage$EKFileListType$components$QaList$index10,状态,Status
$pages$EKDetailPage$EKFileListType$components$QaList$index11,字符数,Character Count
$pages$EKDetailPage$EKFileListType$components$QaList$index12,更新人,Updated by
$pages$EKDetailPage$EKFileListType$components$QaList$index13,更新时间,Update time
$pages$EKDetailPage$EKFileListType$components$QaList$index14,点击升序,Click to Sort Ascending
$pages$EKDetailPage$EKFileListType$components$QaList$index15,点击降序,Click to Sort Descending
$pages$EKDetailPage$EKFileListType$components$QaList$index16,操作,Operation
$pages$EKDetailPage$EKFileListType$components$QaList$index17,已启用,Enabled
$pages$EKDetailPage$EKFileListType$components$QaList$index18,已禁用,Disabled
$pages$EKDetailPage$EKFileListType$components$QaList$index19,已启用,Enabled
$pages$EKDetailPage$EKFileListType$components$QaList$index20,已禁用,Disabled
$pages$EKDetailPage$EKFileListType$components$QaList$index21,已启用,Enabled
$pages$EKDetailPage$EKFileListType$components$QaList$index22,已禁用,Disabled
$pages$EKDetailPage$EKFileListType$components$QaList$index23,移动,Move
$pages$EKDetailPage$EKFileListType$components$QaList$index24,删除,Delete
$pages$EKDetailPage$EKFileListType$components$QaList$index25,确定删除段落,Determine to delete paragraph
$pages$EKDetailPage$EKFileListType$components$QaList$index26,您确定要删除吗？,Are you sure you want to delete it?
$pages$EKDetailPage$EKFileListType$components$QaList$index27,自动刷新频率,Automatic refresh rate
$pages$EKDetailPage$EKFileListType$components$QaList$index28,取消,Cancel
$pages$EKDetailPage$EKFileListType$components$QaList$index29,确定,OK
$pages$AiDatasetsHitDetectPage$component$HitResult0,命中测试结果将展示在这里,The hit test results will be displayed here
$pages$AiDatasetsHitDetectPage$component$RecordTable0,应用,Application
$pages$AiDatasetsHitDetectPage$component$RecordTable1,数据源,Data source
$pages$AiDatasetsHitDetectPage$component$RecordTable2,时间,Time
$pages$AiDatasetsHitDetectPage$component$RecordTable3,操作,Operation
$pages$AiDatasetsHitDetectPage$component$RecordTable4,最近无查询结果,No recent search results
$pages$EKDetailPage$components$EKSettings0,知识库名称,Knowledge Base Name
$pages$EKDetailPage$components$EKSettings1,知识库名称,Knowledge Base Name
$pages$EKDetailPage$components$EKSettings2,"支持中英文、数字及._()（）《》’”，,'【】[]{}-","Supports Chinese and English, numbers and _ ()（）《》’”，,'【】[]{}-"
$pages$EKDetailPage$components$EKSettings3,知识库描述,Knowledge Base Description
$pages$EKDetailPage$components$EKSettings4,知识库描述,Knowledge Base Description
$pages$EKDetailPage$components$EKSettings5,分段设置,Segment Settings
$pages$EKDetailPage$components$EKSettings6,自动分段与清洗,Automatic segmentation and cleaning
$pages$EKDetailPage$components$EKSettings7,自动设置分段规则与预处理规则，如果不了解这些参数建议选择此项,Automatically set segmentation rules and preprocessing rules. It is recommended to select this option if you do not understand these parameters.
$pages$EKDetailPage$components$EKSettings8,自定义,Custom
$pages$EKDetailPage$components$EKSettings9,自定义分段规则、分段长度以及预处理规则等参数,"Custom parameters such as segmentation rules, segmentation length, and preprocessing rules"
$pages$EKDetailPage$components$EKSettings10,使用说明,Instructions
$pages$EKDetailPage$components$EKSettings11,分片器类型,Sharding type
$pages$EKDetailPage$components$EKSettings12,分片器类型,Sharding type
$pages$EKDetailPage$components$EKSettings13,分段最大长度,Segment maximum length
$pages$EKDetailPage$components$EKSettings14,分段最大长度,Segment maximum length
$pages$EKDetailPage$components$EKSettings15,分段重合字符数,Number of segment overlap characters
$pages$EKDetailPage$components$EKSettings16,分段重合字符数,Number of segment overlap characters
$pages$EKDetailPage$components$EKSettings17,Depth0节点分段长度,Depth0 node segment length
$pages$EKDetailPage$components$EKSettings18,Depth0节点分段长度,Depth0 node segment length
$pages$EKDetailPage$components$EKSettings19,Depth1节点分段长度,Depth1 node segment length
$pages$EKDetailPage$components$EKSettings20,Depth1节点分段长度,Depth1 node segment length
$pages$EKDetailPage$components$EKSettings21,Depth2节点分段长度,Depth2 node segment length
$pages$EKDetailPage$components$EKSettings22,Depth2节点分段长度,Depth2 node segment length
$pages$EKDetailPage$components$EKSettings23,分段重合字符数,Number of segment overlap characters
$pages$EKDetailPage$components$EKSettings24,分段重合字符数,Number of segment overlap characters
$pages$EKDetailPage$components$EKSettings25,索引模式,Index mode
$pages$EKDetailPage$components$EKSettings26,索引模式,Index mode
$pages$EKDetailPage$components$EKSettings27,向量数据库,Vector database
$pages$EKDetailPage$components$EKSettings28,向量数据库,Vector database
$pages$EKDetailPage$components$EKSettings29,保存,Save
$pages$EKDetailPage$components$EKAuthoritySettingContainer$Editor$Authorization$index0,选择授权用户,Select authorized users
$pages$EKDetailPage$components$EKAuthoritySettingContainer$Editor$Authorization$index1,取消,Cancel
$pages$EKDetailPage$components$EKAuthoritySettingContainer$Editor$Authorization$index2,确定,OK
$pages$EKDetailPage$components$EKAuthoritySettingContainer$useHook0,成功,Success
$pages$EKDetailPage$components$EKAuthoritySettingContainer$useHook1,操作成功,Operation successful
$pages$EKDetailPage$components$EKAuthoritySettingContainer$useHook2,成功,Success
